Sample,Bear,Date_1,days_old,Date_2,Pat_Number,split_pat,Other,North,East,Diet_Ants,Diet_Oats,Diet_Meat,Diet_Pork,Diet_Green,Diet_Blueberries,Diet_Lingonberries,Diet_Eggs,Diet_Moose,Diet_Cloudberries,Diet_NA,Diet_Bees,Diet_Sorbus,Diet_Apple,Species,Count,Comment
75,,,NA,25.09.04,3,NA,,652524.2,281636.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
75,,,NA,25.09.04,3,NA,,652524.2,281636.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Deliphrum tectum,23,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Atheta aeneipennis,51,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Atheta parapicipennis,1,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Atheta procera,1,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Tachinus proximus,2,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Omalium rivulare,5,
74,Topi,17.09.06,1,18.09.06,4,NA,,615850.7,285845.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,95,Proteinus brachypterus,2,
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,12,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platystethus arenarius,1,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,1,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phloeonomus sjobergi,1,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,3,
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,8,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liogluta micans,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,3,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta subtilis,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anopleta corvina,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cercyon lateralis,2,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxytelus laqueatus,2,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium strigicolle,1,
52,Topi/K3,31.05.06,1,01.06.06,NA,NA,,614627.3,290329.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,1,
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,38,
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,6,
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta picipennoides,3,
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,1,
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,8,
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,34,
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,8,
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,12,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,2,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platystethus arenarius,1,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,3,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gyrohypnus fracticornis,1,
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philonthus varians,1,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,1,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,11,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta celata,1,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,5,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platystethus arenarius,1,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,1,
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,8,
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,15,
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,2,
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,1,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strophosoma capitatum,1,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,133,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,5,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,6,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,1,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,23,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liogluta microptera,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nigricornis,2,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,7,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta subtilis,2,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta celata,2,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,4,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta gagatina,2,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nesslingi,4,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotrichis rugulosa,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,1,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus fennicus,3,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anotylus clavatus,2,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cercyon lateralis,3,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,7,
2,Akka,08.07.07,3,11.07.07,NA,NA,,623834.3,240954.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philonthus succicola,3,
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,6,
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,2,
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,2,
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthobium atrocephalum,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,11,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,5,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Tachinus marginellus,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Philonthus varians,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Bisnius fimetarius,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Gyrohypnus angustatus,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Megarthrus fennicus,1,
53,Topi,21.08.07,7,28.08.07,NA,NA,,621121.1,284633.3,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,Pteryx suturalis,1,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,2,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,1,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,3,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta picipes,1,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,2,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,2,
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catops tristis,2,
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,1,
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,4,
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nargus velox,2,
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus marginellus,5,
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,12,
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,31,
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,2,
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta picipennoides,2,
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,7,
39,Topi,12.09.07,3,15.09.07,NA,NA,,615952.8,290052.6,NA,40,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,35,
39,Topi,12.09.07,3,15.09.07,NA,NA,,615952.8,290052.6,NA,40,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,10,
39,Topi,12.09.07,3,15.09.07,NA,NA,,615952.8,290052.6,NA,40,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
39,Topi,12.09.07,3,15.09.07,NA,NA,,615952.8,290052.6,NA,40,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,2,
39,Topi,12.09.07,3,15.09.07,NA,NA,,615952.8,290052.6,NA,40,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus marginellus,2,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,2,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,41,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides alpestris,2,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,3,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cercyon lateralis,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,4,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,3,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anotylus clavatus,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,5,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,4,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta subtilis,13,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta pilicornis,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,3,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta euryptera,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,1,
36,Junnu,09.07.06,5,14.07.06,NA,NA,,632018.1,283557.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotrichis rugulosa,2,
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,1,
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,28,
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,5,
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus fennicus,1,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,13,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,11,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,2,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,1,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,2,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,2,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides alpestris,1,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,2,
35,Junnu,08.07.06,5,14.07.06,NA,NA,,631210.6,285041.5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta subtilis,4,
11,Akka,26.09.07,11,07.10.07,NA,NA,,625446.8,242930.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glischrochilus quadripunctatus,1,
11,Akka,26.09.07,11,07.10.07,NA,NA,,625446.8,242930.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,7,
11,Akka,26.09.07,11,07.10.07,NA,NA,,625446.8,242930.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,2,
11,Akka,26.09.07,11,07.10.07,NA,NA,,625446.8,242930.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta boleticola,4,
11,Akka,26.09.07,11,07.10.07,NA,NA,,625446.8,242930.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,32,
